scenario_id,test_expectation,error_scenario_code,invoice_number,invoice_date,invoice_type_code,invoice_currency_code,invoice_transaction_type_code,payment_due_date,business_process_type,specification_identifier,payment_means_type_code,seller_name,seller_electronic_address,seller_electronic_identifier,seller_legal_registration_identifier,seller_legal_registration_identifier_type,seller_tax_registration_identifier,seller_tax_scheme_code,seller_address_line_1,seller_city,seller_country_subdivision,seller_country_code,buyer_name,buyer_electronic_address,buyer_electronic_identifier,buyer_legal_registration_identifier,buyer_legal_registration_identifier_type,buyer_address_line_1,buyer_city,buyer_country_subdivision,buyer_country_code,sum_of_invoice_line_net_amount,invoice_total_amount_without_tax,invoice_total_tax_amount,invoice_total_amount_with_tax,amount_due_for_payment,tax_category_taxable_amount,tax_category_tax_amount,tax_category_code,tax_category_rate,invoice_line_identifier,invoiced_quantity,unit_of_measure_code,invoice_line_net_amount,item_net_price,item_gross_price,item_price_base_quantity,invoiced_item_tax_category_code,invoiced_item_tax_rate,vat_line_amount_in_aed,invoice_line_amount_in_aed,item_name,item_description
,expected_pass,,INV-2026-000012,2026-07-31,380,AED,388,2026-08-15,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 9018,4779143221,0235,LIC-4572422,TRADE_LICENSE,"Office 209, Business District",Dubai,SH,AE,6000.00,6000.00,300.00,6300.00,6300.00,6000.00,300.00,S,5.00,2,2.000,EA,1000.00,500.00,525.00,1.000,S,5.00,50.00,1050.00,Hardware Accessory Kit,Network accessories bundle
SCN-000019,expected_pass,,INV-2026-000013,2026-01-19,380,AED,388,2026-02-18,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3084,9837097873,0235,LIC-9688847,TRADE_LICENSE,"Office 226, Business District",Abu Dhabi,SH,AE,8050.00,8050.00,357.50,8407.50,8407.50,7150.00,357.50,S,5.00,1,5.000,HUR,1000.00,200.00,210.00,1.000,S,5.00,50.00,1050.00,Consulting Hours,ERP tax configuration support
,expected_pass,,INV-2026-000013,2026-01-19,380,AED,388,2026-02-18,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3084,9837097873,0235,LIC-9688847,TRADE_LICENSE,"Office 226, Business District",Abu Dhabi,SH,AE,8050.00,8050.00,357.50,8407.50,8407.50,900.00,0.00,E,0.00,2,2.000,EA,900.00,450.00,450.00,1.000,E,0.00,0.00,900.00,Insurance Service,Business insurance fee
,expected_pass,,INV-2026-000013,2026-01-19,380,AED,388,2026-02-18,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3084,9837097873,0235,LIC-9688847,TRADE_LICENSE,"Office 226, Business District",Abu Dhabi,SH,AE,8050.00,8050.00,357.50,8407.50,8407.50,7150.00,357.50,S,5.00,3,6.000,EA,3000.00,500.00,525.00,1.000,S,5.00,150.00,3150.00,Hardware Accessory Kit,Network accessories bundle
,expected_pass,,INV-2026-000013,2026-01-19,380,AED,388,2026-02-18,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3084,9837097873,0235,LIC-9688847,TRADE_LICENSE,"Office 226, Business District",Abu Dhabi,SH,AE,8050.00,8050.00,357.50,8407.50,8407.50,7150.00,357.50,S,5.00,4,9.000,EA,3150.00,350.00,367.50,1.000,S,5.00,157.50,3307.50,Software Subscription,Annual SaaS subscription
SCN-000020,expected_pass,,INV-2026-000014,2026-04-19,380,AED,388,2026-05-19,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6389,1481379043,0235,LIC-4891387,TRADE_LICENSE,"Office 137, Business District",Abu Dhabi,AJ,AE,2500.00,2500.00,125.00,2625.00,2625.00,2500.00,125.00,S,5.00,1,6.000,EA,2100.00,350.00,367.50,1.000,S,5.00,105.00,2205.00,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000014,2026-04-19,380,AED,388,2026-05-19,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6389,1481379043,0235,LIC-4891387,TRADE_LICENSE,"Office 137, Business District",Abu Dhabi,AJ,AE,2500.00,2500.00,125.00,2625.00,2625.00,2500.00,125.00,S,5.00,2,2.000,HUR,400.00,200.00,210.00,1.000,S,5.00,20.00,420.00,Consulting Hours,ERP tax configuration support
SCN-000021,expected_pass,,INV-2026-000015,2026-07-04,380,AED,388,2026-07-19,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3440,5680772995,0235,LIC-8407959,TRADE_LICENSE,"Office 122, Business District",Dubai,SH,AE,6600.00,6600.00,330.00,6930.00,6930.00,6600.00,330.00,S,5.00,1,1.000,HUR,200.00,200.00,210.00,1.000,S,5.00,10.00,210.00,Consulting Hours,ERP tax configuration support
,expected_pass,,INV-2026-000015,2026-07-04,380,AED,388,2026-07-19,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3440,5680772995,0235,LIC-8407959,TRADE_LICENSE,"Office 122, Business District",Dubai,SH,AE,6600.00,6600.00,330.00,6930.00,6930.00,6600.00,330.00,S,5.00,2,8.000,EA,2800.00,350.00,367.50,1.000,S,5.00,140.00,2940.00,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000015,2026-07-04,380,AED,388,2026-07-19,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3440,5680772995,0235,LIC-8407959,TRADE_LICENSE,"Office 122, Business District",Dubai,SH,AE,6600.00,6600.00,330.00,6930.00,6930.00,6600.00,330.00,S,5.00,3,5.000,EA,1500.00,300.00,315.00,1.000,S,5.00,75.00,1575.00,Export Documentation,Cross-border service documentation
,expected_pass,,INV-2026-000015,2026-07-04,380,AED,388,2026-07-19,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3440,5680772995,0235,LIC-8407959,TRADE_LICENSE,"Office 122, Business District",Dubai,SH,AE,6600.00,6600.00,330.00,6930.00,6930.00,6600.00,330.00,S,5.00,4,6.000,EA,2100.00,350.00,367.50,1.000,S,5.00,105.00,2205.00,Software Subscription,Annual SaaS subscription
SCN-000022,expected_pass,,INV-2026-000016,2026-04-01,380,AED,388,2026-04-08,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6769,2063311519,0235,LIC-1119793,TRADE_LICENSE,"Office 112, Business District",Dubai,AJ,AE,9000.00,9000.00,450.00,9450.00,9450.00,9000.00,450.00,S,5.00,1,6.000,EA,3000.00,500.00,525.00,1.000,S,5.00,150.00,3150.00,Hardware Accessory Kit,Network accessories bundle
,expected_pass,,INV-2026-000016,2026-04-01,380,AED,388,2026-04-08,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6769,2063311519,0235,LIC-1119793,TRADE_LICENSE,"Office 112, Business District",Dubai,AJ,AE,9000.00,9000.00,450.00,9450.00,9450.00,9000.00,450.00,S,5.00,2,12.000,EA,6000.00,500.00,525.00,1.000,S,5.00,300.00,6300.00,Hardware Accessory Kit,Network accessories bundle
SCN-000023,expected_fail,NEG07_NEGATIVE_QTY_ON_380,INV-2026-000017,2026-11-03,380,AED,388,2026-11-10,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 2939,9359311679,0235,LIC-6106899,TRADE_LICENSE,"Office 144, Business District",Abu Dhabi,SH,AE,5600.00,5600.00,280.00,5880.00,5880.00,5600.00,280.00,S,5.00,1,-1.000,EA,1750.00,350.00,367.50,1.000,S,5.00,87.50,1837.50,Software Subscription,Annual SaaS subscription
,expected_fail,NEG07_NEGATIVE_QTY_ON_380,INV-2026-000017,2026-11-03,380,AED,388,2026-11-10,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 2939,9359311679,0235,LIC-6106899,TRADE_LICENSE,"Office 144, Business District",Abu Dhabi,SH,AE,5600.00,5600.00,280.00,5880.00,5880.00,5600.00,280.00,S,5.00,2,11.000,EA,3850.00,350.00,367.50,1.000,S,5.00,192.50,4042.50,Software Subscription,Annual SaaS subscription
SCN-000024,expected_pass,,INV-2026-000018,2026-12-28,380,AED,388,2027-01-27,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 4721,4025314461,0235,LIC-4367236,TRADE_LICENSE,"Office 205, Business District",Dubai,DU,AE,6700.00,6700.00,245.00,6945.00,6945.00,1800.00,0.00,E,0.00,1,4.000,EA,1800.00,450.00,450.00,1.000,E,0.00,0.00,1800.00,Insurance Service,Business insurance fee
,expected_pass,,INV-2026-000018,2026-12-28,380,AED,388,2027-01-27,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 4721,4025314461,0235,LIC-4367236,TRADE_LICENSE,"Office 205, Business District",Dubai,DU,AE,6700.00,6700.00,245.00,6945.00,6945.00,4900.00,245.00,S,5.00,2,4.000,HUR,800.00,200.00,210.00,1.000,S,5.00,40.00,840.00,Consulting Hours,ERP tax configuration support
,expected_pass,,INV-2026-000018,2026-12-28,380,AED,388,2027-01-27,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 4721,4025314461,0235,LIC-4367236,TRADE_LICENSE,"Office 205, Business District",Dubai,DU,AE,6700.00,6700.00,245.00,6945.00,6945.00,4900.00,245.00,S,5.00,3,6.000,EA,2100.00,350.00,367.50,1.000,S,5.00,105.00,2205.00,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000018,2026-12-28,380,AED,388,2027-01-27,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 4721,4025314461,0235,LIC-4367236,TRADE_LICENSE,"Office 205, Business District",Dubai,DU,AE,6700.00,6700.00,245.00,6945.00,6945.00,4900.00,245.00,S,5.00,4,10.000,HUR,2000.00,200.00,210.00,1.000,S,5.00,100.00,2100.00,Consulting Hours,ERP tax configuration support
SCN-000025,expected_pass,,INV-2026-000019,2026-06-11,380,AED,388,2026-06-18,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7365,4660611691,0235,LIC-6261443,TRADE_LICENSE,"Office 92, Business District",Dubai,AZ,AE,9150.00,9150.00,457.50,9607.50,9607.50,9150.00,457.50,S,5.00,1,8.000,EA,2400.00,300.00,315.00,1.000,S,5.00,120.00,2520.00,Export Documentation,Cross-border service documentation
,expected_pass,,INV-2026-000019,2026-06-11,380,AED,388,2026-06-18,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7365,4660611691,0235,LIC-6261443,TRADE_LICENSE,"Office 92, Business District",Dubai,AZ,AE,9150.00,9150.00,457.50,9607.50,9607.50,9150.00,457.50,S,5.00,2,5.000,EA,1750.00,350.00,367.50,1.000,S,5.00,87.50,1837.50,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000019,2026-06-11,380,AED,388,2026-06-18,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7365,4660611691,0235,LIC-6261443,TRADE_LICENSE,"Office 92, Business District",Dubai,AZ,AE,9150.00,9150.00,457.50,9607.50,9607.50,9150.00,457.50,S,5.00,3,10.000,EA,5000.00,500.00,525.00,1.000,S,5.00,250.00,5250.00,Hardware Accessory Kit,Network accessories bundle
SCN-000026,expected_pass,,INV-2026-000020,2026-11-04,380,AED,388,2026-12-04,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 1774,2369553487,0235,REG-768429,BUSINESS_REG,408 Commerce Street,Riyadh,RI,SA,3150.00,3150.00,0.00,3150.00,3150.00,3150.00,0.00,E,0.00,1,7.000,EA,3150.00,450.00,450.00,1.000,E,0.00,0.00,3150.00,Insurance Service,Business insurance fee
SCN-000027,expected_fail,NEG05_LINE_TAX_MISMATCH,INV-2026-000021,2026-12-17,380,AED,388,2026-12-24,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6821,4418633775,0235,LIC-3640330,TRADE_LICENSE,"Office 176, Business District",Abu Dhabi,AJ,AE,1800.00,1800.00,90.00,1890.00,1890.00,1800.00,90.00,S,0.00,1,9.000,HUR,1800.00,200.00,210.00,1.000,S,0.00,90.00,1890.00,Consulting Hours,ERP tax configuration support
SCN-000028,expected_pass,,INV-2026-000022,2026-07-25,380,AED,388,2026-08-24,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6418,9008544949,0235,LIC-7956310,TRADE_LICENSE,"Office 68, Business District",Dubai,DU,AE,4200.00,4200.00,210.00,4410.00,4410.00,4200.00,210.00,S,5.00,1,3.000,HUR,600.00,200.00,210.00,1.000,S,5.00,30.00,630.00,Consulting Hours,ERP tax configuration support
,expected_pass,,INV-2026-000022,2026-07-25,380,AED,388,2026-08-24,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6418,9008544949,0235,LIC-7956310,TRADE_LICENSE,"Office 68, Business District",Dubai,DU,AE,4200.00,4200.00,210.00,4410.00,4410.00,4200.00,210.00,S,5.00,2,12.000,EA,3600.00,300.00,315.00,1.000,S,5.00,180.00,3780.00,Export Documentation,Cross-border service documentation
SCN-000029,expected_pass,,INV-2026-000023,2026-06-06,380,AED,388,2026-06-21,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6446,8164941920,0235,LIC-8907437,TRADE_LICENSE,"Office 108, Business District",Abu Dhabi,AZ,AE,8300.00,8300.00,415.00,8715.00,8715.00,8300.00,415.00,S,5.00,1,5.000,EA,2500.00,500.00,525.00,1.000,S,5.00,125.00,2625.00,Hardware Accessory Kit,Network accessories bundle
,expected_pass,,INV-2026-000023,2026-06-06,380,AED,388,2026-06-21,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6446,8164941920,0235,LIC-8907437,TRADE_LICENSE,"Office 108, Business District",Abu Dhabi,AZ,AE,8300.00,8300.00,415.00,8715.00,8715.00,8300.00,415.00,S,5.00,2,7.000,EA,2450.00,350.00,367.50,1.000,S,5.00,122.50,2572.50,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000023,2026-06-06,380,AED,388,2026-06-21,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6446,8164941920,0235,LIC-8907437,TRADE_LICENSE,"Office 108, Business District",Abu Dhabi,AZ,AE,8300.00,8300.00,415.00,8715.00,8715.00,8300.00,415.00,S,5.00,3,9.000,EA,3150.00,350.00,367.50,1.000,S,5.00,157.50,3307.50,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000023,2026-06-06,380,AED,388,2026-06-21,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6446,8164941920,0235,LIC-8907437,TRADE_LICENSE,"Office 108, Business District",Abu Dhabi,AZ,AE,8300.00,8300.00,415.00,8715.00,8715.00,8300.00,415.00,S,5.00,4,1.000,HUR,200.00,200.00,210.00,1.000,S,5.00,10.00,210.00,Consulting Hours,ERP tax configuration support
SCN-000030,expected_pass,,INV-2026-000024,2026-05-07,380,AED,388,2026-05-22,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 5240,4998874659,0235,LIC-6245443,TRADE_LICENSE,"Office 247, Business District",Abu Dhabi,SH,AE,3800.00,3800.00,190.00,3990.00,3990.00,3800.00,190.00,S,5.00,1,1.000,EA,500.00,500.00,525.00,1.000,S,5.00,25.00,525.00,Hardware Accessory Kit,Network accessories bundle
,expected_pass,,INV-2026-000024,2026-05-07,380,AED,388,2026-05-22,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 5240,4998874659,0235,LIC-6245443,TRADE_LICENSE,"Office 247, Business District",Abu Dhabi,SH,AE,3800.00,3800.00,190.00,3990.00,3990.00,3800.00,190.00,S,5.00,2,11.000,EA,3300.00,300.00,315.00,1.000,S,5.00,165.00,3465.00,Export Documentation,Cross-border service documentation
SCN-000031,expected_pass,,INV-2026-000025,2026-11-07,380,AED,388,2026-11-22,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 2752,4327340040,0235,LIC-4458349,TRADE_LICENSE,"Office 105, Business District",Dubai,DU,AE,1000.00,1000.00,50.00,1050.00,1050.00,1000.00,50.00,S,5.00,1,5.000,HUR,1000.00,200.00,210.00,1.000,S,5.00,50.00,1050.00,Consulting Hours,ERP tax configuration support
SCN-000032,expected_pass,,INV-2026-000026,2026-05-09,380,AED,388,2026-06-08,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 9420,4192233735,0235,LIC-1314274,TRADE_LICENSE,"Office 174, Business District",Abu Dhabi,SH,AE,8900.00,8900.00,422.50,9322.50,9322.50,450.00,0.00,E,0.00,1,1.000,EA,450.00,450.00,450.00,1.000,E,0.00,0.00,450.00,Insurance Service,Business insurance fee
,expected_pass,,INV-2026-000026,2026-05-09,380,AED,388,2026-06-08,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 9420,4192233735,0235,LIC-1314274,TRADE_LICENSE,"Office 174, Business District",Abu Dhabi,SH,AE,8900.00,8900.00,422.50,9322.50,9322.50,8450.00,422.50,S,5.00,2,7.000,EA,2450.00,350.00,367.50,1.000,S,5.00,122.50,2572.50,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000026,2026-05-09,380,AED,388,2026-06-08,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 9420,4192233735,0235,LIC-1314274,TRADE_LICENSE,"Office 174, Business District",Abu Dhabi,SH,AE,8900.00,8900.00,422.50,9322.50,9322.50,8450.00,422.50,S,5.00,3,12.000,EA,4200.00,350.00,367.50,1.000,S,5.00,210.00,4410.00,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000026,2026-05-09,380,AED,388,2026-06-08,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 9420,4192233735,0235,LIC-1314274,TRADE_LICENSE,"Office 174, Business District",Abu Dhabi,SH,AE,8900.00,8900.00,422.50,9322.50,9322.50,8450.00,422.50,S,5.00,4,9.000,HUR,1800.00,200.00,210.00,1.000,S,5.00,90.00,1890.00,Consulting Hours,ERP tax configuration support
SCN-000033,expected_pass,,INV-2026-000027,2026-12-20,380,AED,388,2026-12-27,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 4391,6384889980,0235,REG-431227,BUSINESS_REG,388 Commerce Street,Muscat,LN,UK,3100.00,3100.00,20.00,3120.00,3120.00,400.00,20.00,S,5.00,1,2.000,HUR,400.00,200.00,210.00,1.000,S,5.00,20.00,420.00,Consulting Hours,ERP tax configuration support
,expected_pass,,INV-2026-000027,2026-12-20,380,AED,388,2026-12-27,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 4391,6384889980,0235,REG-431227,BUSINESS_REG,388 Commerce Street,Muscat,LN,UK,3100.00,3100.00,20.00,3120.00,3120.00,2700.00,0.00,Z,0.00,2,9.000,EA,2700.00,300.00,300.00,1.000,Z,0.00,0.00,2700.00,Export Documentation,Cross-border service documentation
SCN-000034,expected_pass,,INV-2026-000028,2026-07-17,380,AED,388,2026-08-16,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3207,9086468982,0235,LIC-8014792,TRADE_LICENSE,"Office 218, Business District",Dubai,SH,AE,7350.00,7350.00,367.50,7717.50,7717.50,7350.00,367.50,S,5.00,1,2.000,EA,700.00,350.00,367.50,1.000,S,5.00,35.00,735.00,Software Subscription,Annual SaaS subscription
