LineID,InvoiceID,LineNumber,ItemCode,ItemDescription,Quantity,UnitOfMeasure,UnitPrice,LineAllowanceAmount,LineChargeAmount,LineExtensionAmount,TaxCategory,TaxRate,TaxAmount,ErrorScenarioCode
LINE-00000648,INV-2025-000237,8,ITM018,Data Processing,8.000,EA,214.58,0.00,0.00,1716.64,S,5.00,85.83,
LINE-00000649,INV-2025-000238,1,ITM038,Synthetic Item 38,8.000,H87,323.87,0.00,0.00,2590.96,S,5.00,129.55,
LINE-00000650,INV-2025-000238,2,ITM001,Professional Services,21.000,EA,1225.23,0.00,0.00,25729.83,S,5.00,1286.49,
LINE-00000651,INV-2025-000238,3,ITM014,Warranty Extension,2.000,EA,295.33,0.00,0.00,590.66,S,5.00,29.53,
LINE-00000652,INV-2025-000239,1,ITM015,Installation Service,27.000,EA,1645.17,0.00,0.00,44419.59,S,5.00,2220.98,
LINE-00000653,INV-2025-000239,2,ITM006,Training Session,18.000,EA,210.15,0.00,0.00,3782.70,S,5.00,189.14,
LINE-00000654,INV-2025-000239,3,ITM033,Synthetic Item 33,9.000,EA,66.96,0.00,0.00,602.64,S,5.00,30.13,
LINE-00000655,INV-2025-000239,4,ITM011,Export Documentation,4.000,EA,111.13,0.00,0.00,444.52,S,5.00,22.23,
LINE-00000656,INV-2025-000239,5,ITM034,Synthetic Item 34,6.000,H87,203.90,0.00,0.00,1223.40,S,5.00,61.17,
LINE-00000657,INV-2025-000239,6,ITM019,API Integration,1.000,EA,513.18,0.00,0.00,513.18,S,5.00,25.66,
LINE-00000658,INV-2025-000239,7,ITM008,Hardware Accessories,1.000,H87,182.00,0.00,0.00,182.00,S,5.00,9.10,
LINE-00000659,INV-2025-000239,8,ITM010,Shipping and Handling,1.000,EA,68.09,0.00,0.00,68.09,S,5.00,3.40,
LINE-00000660,INV-2025-000240,1,ITM003,IT Support,55.000,EA,454.93,0.00,0.00,25021.15,S,5.00,1251.06,
LINE-00000661,INV-2025-000241,1,ITM001,Professional Services,8.000,EA,1871.47,0.00,0.00,14971.76,S,5.00,748.59,
LINE-00000662,INV-2025-000241,2,ITM002,Consulting Hours,4.000,EA,523.40,0.00,0.00,2093.60,S,5.00,104.68,
LINE-00000663,INV-2025-000241,3,ITM001,Professional Services,1.000,EA,1190.12,0.00,0.00,1190.12,S,5.00,59.51,
LINE-00000664,INV-2025-000241,4,ITM012,International Freight,41.000,EA,4429.95,0.00,0.00,181627.95,S,5.00,9081.40,
LINE-00000665,INV-2025-000241,5,ITM032,Synthetic Item 32,6.000,H87,4377.48,0.00,0.00,26264.88,S,5.00,1313.24,
LINE-00000666,INV-2025-000242,1,ITM004,Software Subscription,3.000,EA,279.85,0.00,0.00,839.55,S,5.00,41.98,
LINE-00000667,INV-2025-000242,2,ITM034,Synthetic Item 34,1.000,H87,333.36,0.00,0.00,333.36,S,5.00,16.67,
LINE-00000668,INV-2025-000242,3,ITM014,Warranty Extension,1.000,EA,232.80,0.00,0.00,232.80,S,5.00,11.64,
LINE-00000669,INV-2025-000243,1,ITM018,Data Processing,1.000,EA,369.90,0.00,0.00,369.90,S,5.00,18.50,
LINE-00000670,INV-2025-000243,2,ITM025,Promotional Discount,26.000,H87,46.64,0.00,0.00,1212.64,S,5.00,60.63,
LINE-00000671,INV-2025-000243,3,ITM015,Installation Service,5.000,EA,529.12,0.00,0.00,2645.60,S,5.00,132.28,
LINE-00000672,INV-2025-000243,4,ITM003,IT Support,2.000,EA,440.82,0.00,0.00,881.64,S,5.00,44.08,
LINE-00000673,INV-2025-000243,5,ITM002,Consulting Hours,56.000,EA,1500.06,0.00,0.00,84003.36,S,5.00,4200.17,
LINE-00000674,INV-2025-000243,6,ITM038,Synthetic Item 38,1.000,H87,175.68,0.00,0.00,175.68,S,5.00,8.78,
LINE-00000675,INV-2025-000244,1,ITM030,Digital Service Export,5.000,EA,983.22,0.00,0.00,4916.10,Z,0.00,0.00,
LINE-00000676,INV-2025-000244,2,ITM003,IT Support,1.000,EA,274.92,0.00,0.00,274.92,S,5.00,13.75,
LINE-00000677,INV-2025-000244,3,ITM011,Export Documentation,5.000,EA,105.48,0.00,0.00,527.40,Z,0.00,0.00,
LINE-00000678,INV-2025-000244,4,ITM011,Export Documentation,3.000,EA,366.56,0.00,0.00,1099.68,Z,0.00,0.00,
LINE-00000679,INV-2025-000245,1,ITM038,Synthetic Item 38,1.000,H87,413.01,0.00,0.00,413.01,S,5.00,20.65,
LINE-00000680,INV-2025-000245,2,ITM005,Cloud Services,9.000,EA,899.14,0.00,0.00,8092.26,S,5.00,404.61,
LINE-00000681,INV-2025-000245,3,ITM010,Shipping and Handling,1.000,EA,55.29,0.00,0.00,55.29,S,5.00,2.76,
LINE-00000682,INV-2025-000245,4,ITM009,Hardware Equipment,1.000,H87,3252.29,0.00,0.00,3252.29,S,5.00,162.61,
LINE-00000683,INV-2025-000245,5,ITM033,Synthetic Item 33,1.000,EA,15.16,0.00,0.00,15.16,S,5.00,0.76,
LINE-00000684,INV-2025-000245,6,ITM010,Shipping and Handling,1.000,EA,81.37,0.00,0.00,81.37,S,5.00,4.07,
LINE-00000685,INV-2025-000246,1,ITM022,Finance Charge,42.000,EA,236.14,0.00,0.00,9917.88,E,0.00,0.00,
LINE-00000686,INV-2025-000246,2,ITM001,Professional Services,49.000,EA,908.34,0.00,0.00,44508.66,S,5.00,2225.43,
LINE-00000687,INV-2025-000246,3,ITM029,Overseas Support,1.000,EA,1430.23,0.00,0.00,1430.23,S,5.00,71.51,
LINE-00000688,INV-2025-000247,1,ITM015,Installation Service,2.000,EA,1691.82,0.00,0.00,3383.64,S,5.00,169.18,
LINE-00000689,INV-2025-000247,2,ITM007,Maintenance Fee,8.000,EA,247.85,0.00,0.00,1982.80,S,5.00,99.14,
LINE-00000690,INV-2025-000247,3,ITM015,Installation Service,1.000,EA,772.19,0.00,0.00,772.19,S,5.00,38.61,
LINE-00000691,INV-2025-000247,4,ITM005,Cloud Services,10.000,EA,1949.37,0.00,0.00,19493.70,S,5.00,974.69,
LINE-00000692,INV-2025-000247,5,ITM015,Installation Service,1.000,EA,1089.91,0.00,0.00,1089.91,S,5.00,54.50,
LINE-00000693,INV-2025-000248,1,ITM005,Cloud Services,34.000,EA,1315.28,0.00,0.00,44719.52,S,5.00,2235.98,
LINE-00000694,INV-2025-000248,2,ITM022,Finance Charge,1.000,EA,282.49,0.00,0.00,282.49,E,0.00,0.00,
LINE-00000695,INV-2025-000248,3,ITM034,Synthetic Item 34,1.000,H87,427.69,0.00,0.00,427.69,S,5.00,21.38,
LINE-00000696,INV-2025-000248,4,ITM025,Promotional Discount,7.000,H87,64.77,0.00,0.00,453.39,S,5.00,22.67,
LINE-00000697,INV-2025-000248,5,ITM005,Cloud Services,2.000,EA,640.35,0.00,0.00,1280.70,S,5.00,64.04,
LINE-00000698,INV-2025-000248,6,ITM009,Hardware Equipment,1.000,H87,2807.01,0.00,0.00,2807.01,S,5.00,140.35,
LINE-00000699,INV-2025-000248,7,ITM001,Professional Services,1.000,EA,1383.80,0.00,0.00,1383.80,S,5.00,69.19,
LINE-00000700,INV-2025-000249,1,ITM016,Spare Parts,1.000,H87,310.69,0.00,0.00,310.69,S,5.00,15.53,
LINE-00000701,INV-2025-000250,1,ITM027,Packaging Fee,8.000,H87,99.46,0.00,0.00,795.68,S,5.00,39.78,
LINE-00000702,INV-2025-000251,1,ITM036,Synthetic Item 36,7.000,H87,3197.75,0.00,0.00,22384.25,S,5.00,1119.21,
LINE-00000703,INV-2025-000252,1,ITM026,Delivery Charge,2.000,H87,32.05,0.00,0.00,64.10,S,5.00,3.21,
LINE-00000704,INV-2025-000252,2,ITM034,Synthetic Item 34,1.000,H87,197.16,0.00,0.00,197.16,S,5.00,9.86,
LINE-00000705,INV-2025-000252,3,ITM032,Synthetic Item 32,1.000,H87,2255.49,0.00,0.00,2255.49,S,5.00,112.77,
LINE-00000706,INV-2025-000252,4,ITM038,Synthetic Item 38,1.000,H87,354.42,0.00,0.00,354.42,S,5.00,17.72,
LINE-00000707,INV-2025-000253,1,ITM008,Hardware Accessories,50.000,H87,151.89,0.00,0.00,7594.50,S,5.00,379.73,
LINE-00000708,INV-2025-000253,2,ITM038,Synthetic Item 38,2.000,H87,399.01,0.00,0.00,798.02,S,5.00,39.90,
LINE-00000709,INV-2025-000253,3,ITM008,Hardware Accessories,17.000,H87,239.97,0.00,0.00,4079.49,S,5.00,203.97,
LINE-00000710,INV-2025-000253,4,ITM027,Packaging Fee,1.000,H87,78.24,0.00,0.00,78.24,S,5.00,3.91,
LINE-00000711,INV-2025-000253,5,ITM026,Delivery Charge,7.000,H87,63.21,0.00,0.00,442.47,S,5.00,22.12,
LINE-00000712,INV-2025-000253,6,ITM005,Cloud Services,1.000,EA,1853.46,0.00,0.00,1853.46,S,5.00,92.67,
LINE-00000713,INV-2025-000253,7,ITM031,Synthetic Item 31,1.000,EA,1226.44,0.00,0.00,1226.44,S,5.00,61.32,
LINE-00000714,INV-2025-000254,1,ITM008,Hardware Accessories,3.000,H87,124.69,0.00,0.00,374.07,S,5.00,18.70,
LINE-00000715,INV-2025-000254,2,ITM024,Education Service,1.000,EA,359.43,0.00,0.00,359.43,E,0.00,0.00,
LINE-00000716,INV-2025-000255,1,ITM009,Hardware Equipment,3.000,H87,3445.34,0.00,0.00,10336.02,S,5.00,516.80,
LINE-00000717,INV-2025-000255,2,ITM003,IT Support,1.000,EA,496.16,0.00,0.00,496.16,S,5.00,24.81,
LINE-00000718,INV-2025-000255,3,ITM030,Digital Service Export,1.000,EA,1852.27,0.00,0.00,1852.27,S,5.00,92.61,
LINE-00000719,INV-2025-000256,1,ITM009,Hardware Equipment,14.000,H87,3922.84,0.00,0.00,54919.76,S,5.00,2745.99,
LINE-00000720,INV-2025-000256,2,ITM027,Packaging Fee,1.000,H87,68.26,0.00,0.00,68.26,S,5.00,3.41,
LINE-00000721,INV-2025-000256,3,ITM008,Hardware Accessories,3.000,H87,412.86,0.00,0.00,1238.58,S,5.00,61.93,
LINE-00000722,INV-2025-000256,4,ITM032,Synthetic Item 32,1.000,H87,4083.69,0.00,0.00,4083.69,S,5.00,204.18,
LINE-00000723,INV-2025-000256,5,ITM017,Licensing Fee,1.000,EA,1021.54,0.00,0.00,1021.54,S,5.00,51.08,
LINE-00000724,INV-2025-000257,1,ITM014,Warranty Extension,1.000,EA,447.15,0.00,0.00,447.15,S,5.00,22.36,
LINE-00000725,INV-2025-000258,1,ITM010,Shipping and Handling,2.000,EA,18.62,0.00,0.00,37.24,S,5.00,1.86,
LINE-00000726,INV-2025-000258,2,ITM008,Hardware Accessories,5.000,H87,122.22,0.00,0.00,611.10,S,5.00,30.56,
LINE-00000727,INV-2025-000259,1,ITM006,Training Session,60.000,EA,344.88,0.00,0.00,20692.80,S,5.00,1034.64,
LINE-00000728,INV-2025-000259,2,ITM027,Packaging Fee,7.000,H87,22.82,0.00,0.00,159.74,S,5.00,7.99,
LINE-00000729,INV-2025-000260,1,ITM026,Delivery Charge,4.000,H87,48.82,0.00,0.00,195.28,S,5.00,9.76,
LINE-00000730,INV-2025-000260,2,ITM031,Synthetic Item 31,5.000,EA,559.76,0.00,0.00,2798.80,S,5.00,139.94,
LINE-00000731,INV-2025-000260,3,ITM008,Hardware Accessories,1.000,H87,269.38,0.00,0.00,269.38,S,5.00,13.47,
LINE-00000732,INV-2025-000260,4,ITM007,Maintenance Fee,3.000,EA,269.69,0.00,0.00,809.07,S,5.00,40.45,
LINE-00000733,INV-2025-000261,1,ITM016,Spare Parts,60.000,H87,447.76,0.00,0.00,26865.60,S,5.00,1343.28,
LINE-00000734,INV-2025-000261,2,ITM004,Software Subscription,1.000,EA,275.86,0.00,0.00,275.86,S,5.00,13.79,
LINE-00000735,INV-2025-000261,3,ITM031,Synthetic Item 31,1.000,EA,1281.31,0.00,0.00,1281.31,S,5.00,64.07,
LINE-00000736,INV-2025-000261,4,ITM029,Overseas Support,2.000,EA,1294.82,0.00,0.00,2589.64,Z,0.00,0.00,
LINE-00000737,INV-2025-000261,5,ITM004,Software Subscription,8.000,EA,423.79,0.00,0.00,3390.32,S,5.00,169.52,
LINE-00000738,INV-2025-000262,1,ITM033,Synthetic Item 33,4.000,EA,33.41,0.00,0.00,133.64,S,5.00,6.68,
LINE-00000739,INV-2025-000263,1,ITM010,Shipping and Handling,1.000,EA,86.10,0.00,0.00,86.10,S,5.00,4.31,
LINE-00000740,INV-2025-000263,2,ITM025,Promotional Discount,2.000,H87,60.69,0.00,0.00,121.38,S,5.00,6.07,
LINE-00000741,INV-2025-000263,3,ITM040,Synthetic Item 40,1.000,H87,3618.29,0.00,0.00,3618.29,S,5.00,180.91,
LINE-00000742,INV-2025-000263,4,ITM028,Customs Handling,2.000,EA,1024.76,0.00,0.00,2049.52,S,5.00,102.48,
LINE-00000743,INV-2025-000263,5,ITM015,Installation Service,1.000,EA,911.25,0.00,0.00,911.25,S,5.00,45.56,
LINE-00000744,INV-2025-000263,6,ITM013,Export Goods,47.000,H87,3253.50,0.00,0.00,152914.50,S,5.00,7645.73,
LINE-00000745,INV-2025-000264,1,ITM002,Consulting Hours,1.000,EA,1418.22,0.00,0.00,1418.22,S,5.00,70.91,
LINE-00000746,INV-2025-000264,2,ITM019,API Integration,70.000,EA,1543.61,0.00,0.00,108052.70,S,5.00,5402.64,
LINE-00000747,INV-2025-000264,3,ITM006,Training Session,1.000,EA,488.96,0.00,0.00,488.96,S,5.00,24.45,
LINE-00000748,INV-2025-000264,4,ITM032,Synthetic Item 32,33.000,H87,3646.61,0.00,0.00,120338.13,S,5.00,6016.91,
LINE-00000749,INV-2025-000264,5,ITM009,Hardware Equipment,1.000,H87,3329.09,0.00,0.00,3329.09,S,5.00,166.45,
LINE-00000750,INV-2025-000265,1,ITM032,Synthetic Item 32,5.000,H87,4002.50,0.00,0.00,20012.50,S,5.00,1000.63,
LINE-00000751,INV-2025-000265,2,ITM003,IT Support,3.000,EA,459.91,0.00,0.00,1379.73,S,5.00,68.99,
LINE-00000752,INV-2025-000265,3,ITM032,Synthetic Item 32,3.000,H87,3381.90,0.00,0.00,10145.70,S,5.00,507.29,
LINE-00000753,INV-2025-000266,1,ITM004,Software Subscription,2.000,EA,286.68,0.00,0.00,573.36,S,5.00,28.67,
LINE-00000754,INV-2025-000266,2,ITM032,Synthetic Item 32,1.000,H87,2945.02,0.00,0.00,2945.02,S,5.00,147.25,
LINE-00000755,INV-2025-000266,3,ITM022,Finance Charge,1.000,EA,277.19,0.00,0.00,277.19,E,0.00,0.00,
LINE-00000756,INV-2025-000267,1,ITM015,Installation Service,6.000,EA,1466.24,0.00,0.00,8797.44,S,5.00,439.87,
LINE-00000757,INV-2025-000267,2,ITM020,Hosting Fee,1.000,EA,332.94,0.00,0.00,332.94,S,5.00,16.65,
LINE-00000758,INV-2025-000268,1,ITM028,Customs Handling,1.000,EA,620.07,0.00,0.00,620.07,S,5.00,31.00,
LINE-00000759,INV-2025-000268,2,ITM017,Licensing Fee,13.000,EA,959.11,0.00,0.00,12468.43,S,5.00,623.42,
LINE-00000760,INV-2025-000268,3,ITM026,Delivery Charge,1.000,H87,70.51,0.00,0.00,70.51,S,5.00,3.53,
LINE-00000761,INV-2025-000268,4,ITM009,Hardware Equipment,1.000,H87,2206.15,0.00,0.00,2206.15,S,5.00,110.31,
LINE-00000762,INV-2025-000269,1,ITM031,Synthetic Item 31,1.000,EA,827.89,0.00,0.00,827.89,S,5.00,41.39,
LINE-00000763,INV-2025-000269,2,ITM017,Licensing Fee,1.000,EA,1139.42,0.00,0.00,1139.42,S,5.00,56.97,
LINE-00000764,INV-2025-000269,3,ITM037,Synthetic Item 37,3.000,EA,16.80,0.00,0.00,50.40,S,5.00,2.52,
LINE-00000765,INV-2025-000269,4,ITM027,Packaging Fee,23.000,H87,21.08,0.00,0.00,484.84,S,5.00,24.24,
LINE-00000766,INV-2025-000270,1,ITM028,Customs Handling,3.000,EA,1808.03,0.00,0.00,5424.09,S,5.00,271.20,
LINE-00000767,INV-2025-000271,1,ITM016,Spare Parts,2.000,H87,379.72,0.00,0.00,759.44,S,5.00,37.97,
LINE-00000768,INV-2025-000271,2,ITM038,Synthetic Item 38,34.000,H87,459.51,0.00,0.00,15623.34,S,5.00,781.17,
LINE-00000769,INV-2025-000271,3,ITM012,International Freight,1.000,EA,4604.44,0.00,0.00,4604.44,S,5.00,230.22,
LINE-00000770,INV-2025-000271,4,ITM017,Licensing Fee,100.000,EA,1150.68,0.00,0.00,115068.00,S,5.00,5753.40,
LINE-00000771,INV-2025-000271,5,ITM035,Synthetic Item 35,15.000,EA,1066.20,0.00,0.00,15993.00,E,0.00,0.00,
LINE-00000772,INV-2025-000272,1,ITM001,Professional Services,2.000,EA,1781.76,0.00,0.00,3563.52,S,5.00,178.18,
LINE-00000773,INV-2025-000272,2,ITM020,Hosting Fee,24.000,EA,429.71,0.00,0.00,10313.04,S,5.00,515.65,
LINE-00000774,INV-2025-000273,1,ITM002,Consulting Hours,5.000,EA,625.41,0.00,0.00,3127.05,S,5.00,156.35,
LINE-00000775,INV-2025-000274,1,ITM009,Hardware Equipment,1.000,H87,4685.75,0.00,0.00,4685.75,S,5.00,234.29,
LINE-00000776,INV-2025-000275,1,ITM025,Promotional Discount,3.000,H87,88.57,0.00,0.00,265.71,S,5.00,13.29,
LINE-00000777,INV-2025-000275,2,ITM037,Synthetic Item 37,3.000,EA,62.15,0.00,0.00,186.45,S,5.00,9.32,
LINE-00000778,INV-2025-000276,1,ITM019,API Integration,1.000,EA,1463.63,0.00,0.00,1463.63,S,5.00,73.18,
LINE-00000779,INV-2025-000276,2,ITM019,API Integration,2.000,EA,988.20,0.00,0.00,1976.40,S,5.00,98.82,
LINE-00000780,INV-2025-000277,1,ITM035,Synthetic Item 35,2.000,EA,1006.94,0.00,0.00,2013.88,E,0.00,0.00,
LINE-00000781,INV-2025-000278,1,ITM004,Software Subscription,9.000,EA,375.58,0.00,0.00,3380.22,S,5.00,169.01,
LINE-00000782,INV-2025-000278,2,ITM032,Synthetic Item 32,9.000,H87,3472.78,0.00,0.00,31255.02,S,5.00,1562.75,
LINE-00000783,INV-2025-000278,3,ITM013,Export Goods,1.000,H87,3636.44,0.00,0.00,3636.44,S,5.00,181.82,
LINE-00000784,INV-2025-000279,1,ITM016,Spare Parts,1.000,H87,386.65,0.00,0.00,386.65,S,5.00,19.33,
LINE-00000785,INV-2025-000279,2,ITM001,Professional Services,47.000,EA,1916.49,0.00,0.00,90075.03,S,5.00,4503.75,
LINE-00000786,INV-2025-000279,3,ITM014,Warranty Extension,1.000,EA,232.77,0.00,0.00,232.77,S,5.00,11.64,
LINE-00000787,INV-2025-000280,1,ITM010,Shipping and Handling,1.000,EA,42.01,0.00,0.00,42.01,S,5.00,2.10,
LINE-00000788,INV-2025-000281,1,ITM032,Synthetic Item 32,1.000,H87,4514.44,0.00,0.00,4514.44,S,5.00,225.72,
LINE-00000789,INV-2025-000282,1,ITM003,IT Support,1.000,EA,209.42,0.00,0.00,209.42,S,5.00,10.47,
LINE-00000790,INV-2025-000283,1,ITM008,Hardware Accessories,1.000,H87,409.93,0.00,0.00,409.93,S,5.00,20.50,
LINE-00000791,INV-2025-000283,2,ITM014,Warranty Extension,1.000,EA,247.08,0.00,0.00,247.08,S,5.00,12.35,
LINE-00000792,INV-2025-000283,3,ITM018,Data Processing,2.000,EA,200.02,0.00,0.00,400.04,S,5.00,20.00,
LINE-00000793,INV-2025-000284,1,ITM001,Professional Services,3.000,EA,1097.42,0.00,0.00,3292.26,S,5.00,164.61,
LINE-00000794,INV-2025-000285,1,ITM003,IT Support,2.000,EA,328.53,0.00,0.00,657.06,S,5.00,32.85,
LINE-00000795,INV-2025-000286,1,ITM027,Packaging Fee,1.000,H87,84.73,0.00,0.00,84.73,S,5.00,4.24,
LINE-00000796,INV-2025-000287,1,ITM039,Synthetic Item 39,1.000,EA,1445.63,0.00,0.00,1445.63,S,5.00,72.28,
LINE-00000797,INV-2025-000288,1,ITM003,IT Support,9.000,EA,269.42,0.00,0.00,2424.78,S,5.00,121.24,
LINE-00000798,INV-2025-000288,2,ITM010,Shipping and Handling,3.000,EA,41.59,0.00,0.00,124.77,S,5.00,6.24,
LINE-00000799,INV-2025-000289,1,ITM039,Synthetic Item 39,5.000,EA,898.37,0.00,68.74,4560.59,S,5.00,228.03,
LINE-00000800,INV-2025-000289,2,ITM007,Maintenance Fee,1.000,EA,118.43,0.00,1.81,120.24,S,5.00,6.01,
LINE-00000801,INV-2025-000290,1,ITM027,Packaging Fee,1.000,H87,36.54,0.00,0.00,36.54,S,5.00,1.83,
LINE-00000802,INV-2025-000290,2,ITM003,IT Support,42.000,EA,476.46,0.00,0.00,20011.32,S,5.00,1000.57,
LINE-00000803,INV-2025-000290,3,ITM014,Warranty Extension,2.000,EA,135.95,0.00,0.00,271.90,S,5.00,13.60,
LINE-00000804,INV-2025-000290,4,ITM011,Export Documentation,11.000,EA,244.25,0.00,0.00,2686.75,Z,0.00,0.00,
LINE-00000805,INV-2025-000290,5,ITM010,Shipping and Handling,3.000,EA,34.64,0.00,0.00,103.92,S,5.00,5.20,
LINE-00000806,INV-2025-000290,6,ITM025,Promotional Discount,1.000,H87,74.68,0.00,0.00,74.68,S,5.00,3.73,
LINE-00000807,INV-2025-000291,1,ITM039,Synthetic Item 39,1.000,EA,811.45,0.00,0.00,811.457,S,5.00,40.57,ERR06_TOO_MANY_DECIMALS
LINE-00000808,INV-2025-000292,1,ITM005,Cloud Services,1.000,EA,1109.10,0.00,0.00,1109.10,S,5.00,55.46,
LINE-00000809,INV-2025-000293,1,ITM016,Spare Parts,3.000,H87,393.89,0.00,0.00,1181.67,S,5.00,59.08,
LINE-00000810,INV-2025-000293,2,ITM003,IT Support,1.000,EA,419.30,0.00,0.00,419.30,S,5.00,20.97,
LINE-00000811,INV-2025-000293,3,ITM021,Insurance Fee,30.000,EA,174.79,0.00,0.00,5243.70,E,0.00,0.00,
LINE-00000812,INV-2025-000294,1,ITM019,API Integration,2.000,EA,919.51,0.00,0.00,1839.02,S,5.00,91.95,
LINE-00000813,INV-2025-000294,2,ITM031,Synthetic Item 31,1.000,EA,1952.29,0.00,0.00,1952.29,S,5.00,97.61,
LINE-00000814,INV-2025-000295,1,ITM007,Maintenance Fee,1.000,EA,491.63,0.00,3.23,494.86,S,5.00,24.74,
LINE-00000815,INV-2025-000295,2,ITM022,Finance Charge,1.000,EA,316.60,0.00,2.08,318.68,E,0.00,0.00,
LINE-00000816,INV-2025-000295,3,ITM009,Hardware Equipment,1.000,H87,2969.97,0.00,19.52,2989.49,S,5.00,149.47,
LINE-00000817,INV-2025-000296,1,ITM036,Synthetic Item 36,8.000,H87,4280.18,0.00,0.00,34241.44,S,5.00,1712.07,
LINE-00000818,INV-2025-000296,2,ITM018,Data Processing,1.000,EA,199.08,0.00,0.00,199.08,S,5.00,9.95,
LINE-00000819,INV-2025-000297,1,ITM025,Promotional Discount,12.000,H87,86.69,0.00,0.00,1040.28,S,5.00,52.01,
LINE-00000820,INV-2025-000298,1,ITM004,Software Subscription,1.000,EA,240.41,0.00,0.00,240.41,S,5.00,12.02,
LINE-00000821,INV-2025-000298,2,ITM037,Synthetic Item 37,20.000,EA,36.97,0.00,0.00,739.40,S,5.00,36.97,
LINE-00000822,INV-2025-000298,3,ITM037,Synthetic Item 37,1.000,EA,39.72,0.00,0.00,39.72,S,5.00,1.99,
LINE-00000823,INV-2025-000299,1,ITM006,Training Session,1.000,EA,349.07,0.00,0.00,349.07,S,5.00,17.45,
LINE-00000824,INV-2025-000299,2,ITM034,Synthetic Item 34,1.000,H87,234.54,0.00,0.00,234.54,S,5.00,11.73,
LINE-00000825,INV-2025-000299,3,ITM027,Packaging Fee,2.000,H87,33.34,0.00,0.00,66.68,S,5.00,3.33,
LINE-00000826,INV-2025-000300,1,ITM036,Synthetic Item 36,3.000,H87,3938.07,0.00,0.00,11814.21,S,5.00,590.71,
LINE-00000827,INV-2025-000300,2,ITM033,Synthetic Item 33,1.000,EA,85.83,0.00,0.00,85.83,S,5.00,4.29,
LINE-00000828,INV-2025-000301,1,ITM014,Warranty Extension,1.000,EA,386.87,0.00,0.00,386.87,S,5.00,19.34,
LINE-00000829,INV-2025-000302,1,ITM020,Hosting Fee,1.000,EA,281.13,0.00,0.00,281.13,S,5.00,14.06,
LINE-00000830,INV-2025-000303,1,ITM036,Synthetic Item 36,45.000,H87,2201.79,0.00,0.00,99080.55,S,5.00,4954.03,
LINE-00000831,INV-2025-000303,2,ITM004,Software Subscription,2.000,EA,284.07,0.00,0.00,568.14,S,5.00,28.41,
LINE-00000832,INV-2025-000303,3,ITM005,Cloud Services,13.000,EA,1549.76,0.00,0.00,20146.88,S,5.00,1007.34,
LINE-00000833,INV-2025-000303,4,ITM018,Data Processing,3.000,EA,258.71,0.00,0.00,776.13,S,5.00,38.81,
LINE-00000834,INV-2025-000303,5,ITM008,Hardware Accessories,1.000,H87,113.82,0.00,0.00,113.82,S,5.00,5.69,
LINE-00000835,INV-2025-000304,1,ITM028,Customs Handling,1.000,EA,1853.92,92.70,0.00,1761.22,S,5.00,88.06,
LINE-00000836,INV-2025-000305,1,ITM026,Delivery Charge,47.000,H87,29.68,0.00,0.00,1394.96,S,5.00,69.75,
LINE-00000837,INV-2025-000306,1,ITM027,Packaging Fee,17.000,H87,71.79,0.00,0.00,1220.43,S,5.00,61.02,
LINE-00000838,INV-2025-000306,2,ITM017,Licensing Fee,1.000,EA,1217.48,0.00,0.00,1217.48,S,5.00,60.87,
LINE-00000839,INV-2025-000307,1,ITM016,Spare Parts,14.000,H87,171.87,0.00,0.00,2406.18,S,5.00,120.31,
LINE-00000840,INV-2025-000307,2,ITM002,Consulting Hours,1.000,EA,1323.89,0.00,0.00,1323.89,S,5.00,66.19,
LINE-00000841,INV-2025-000307,3,ITM009,Hardware Equipment,5.000,H87,2816.56,0.00,0.00,14082.80,S,5.00,704.14,
LINE-00000842,INV-2025-000307,4,ITM025,Promotional Discount,2.000,H87,14.20,0.00,0.00,28.40,S,5.00,1.42,
LINE-00000843,INV-2025-000307,5,ITM009,Hardware Equipment,10.000,H87,2249.25,0.00,0.00,22492.50,S,5.00,1124.63,
LINE-00000844,INV-2025-000308,1,ITM009,Hardware Equipment,4.000,H87,4173.04,0.00,0.00,16692.16,S,5.00,834.61,
LINE-00000845,INV-2025-000308,2,ITM002,Consulting Hours,50.000,EA,1808.97,0.00,0.00,90448.50,S,5.00,4522.43,
LINE-00000846,INV-2025-000309,1,ITM037,Synthetic Item 37,1.000,EA,74.88,0.00,0.00,74.88,S,5.00,3.74,
LINE-00000847,INV-2025-000310,1,ITM032,Synthetic Item 32,1.000,H87,2079.39,0.00,0.00,2079.39,S,5.00,103.97,
LINE-00000848,INV-2025-000311,1,ITM031,Synthetic Item 31,28.000,EA,1194.13,0.00,124.53,33560.17,S,5.00,1678.01,
LINE-00000849,INV-2025-000311,2,ITM038,Synthetic Item 38,1.000,H87,388.70,0.00,1.45,390.15,S,5.00,19.51,
LINE-00000850,INV-2025-000311,3,ITM033,Synthetic Item 33,1.000,EA,43.79,0.00,0.16,43.95,S,5.00,2.20,
LINE-00000851,INV-2025-000311,4,ITM010,Shipping and Handling,1.000,EA,20.79,0.00,0.08,20.87,S,5.00,1.04,
LINE-00000852,INV-2025-000311,5,ITM031,Synthetic Item 31,10.000,EA,1798.85,0.00,66.99,18055.49,S,5.00,902.77,
LINE-00000853,INV-2025-000312,1,ITM002,Consulting Hours,2.000,EA,1202.51,240.50,0.00,2164.52,S,5.00,108.23,
LINE-00000854,INV-2025-000312,2,ITM036,Synthetic Item 36,1.000,H87,2804.93,280.49,0.00,2524.44,S,5.00,126.22,
