InvoiceID,TaxCategory,TaxRate,TaxableAmount,TaxAmount,ErrorScenarioCode
INV-2025-001114,S,5.00,207.90,10.40,
INV-2025-001115,S,5.00,462.26,23.11,
INV-2025-001116,S,5.00,9512.71,475.64,
INV-2025-001117,S,5.00,1603.08,80.15,
INV-2025-001118,S,5.00,1898.35,94.92,
INV-2025-001119,S,5.00,403.99,20.20,
INV-2025-001120,S,5.00,147077.06,7353.85,
INV-2025-001121,E,0.00,244.04,0.00,
INV-2025-001121,S,5.00,16307.50,815.38,
INV-2025-001122,S,5.00,431.87,21.59,
INV-2025-001123,E,0.00,12468.26,0.00,
INV-2025-001123,S,5.00,6897.50,344.88,
INV-2025-001124,S,5.00,14123.54,706.18,
INV-2025-001125,E,0.00,289.12,0.00,
INV-2025-001125,S,5.00,9851.36,492.57,
INV-2025-001126,S,5.00,4872.53,243.63,
INV-2025-001127,S,5.00,188653.37,9432.67,
INV-2025-001128,S,5.00,13527.02,676.36,
INV-2025-001129,S,5.00,294.65,14.73,
INV-2025-001130,S,5.00,13773.02,688.65,
INV-2025-001131,S,5.00,82373.93,4118.69,
INV-2025-001132,S,5.00,19999.30,999.97,
INV-2025-001133,S,5.00,674.60,33.73,
INV-2025-001134,S,5.00,12279.49,613.98,
INV-2025-001135,S,5.00,3111.30,155.57,
INV-2025-001136,S,5.00,996.17,49.81,
INV-2025-001137,S,5.00,1881.78,94.09,
INV-2025-001138,S,5.00,8075.14,403.76,
INV-2025-001139,S,5.00,17801.74,890.08,
INV-2025-001140,S,5.00,997.61,49.88,
INV-2025-001141,E,0.00,1494.32,0.00,
INV-2025-001141,S,5.00,30555.71,1527.78,
INV-2025-001142,S,5.00,44434.55,2221.73,
INV-2025-001143,S,5.00,823.60,41.19,
INV-2025-001144,S,5.00,9032.18,451.60,
INV-2025-001145,E,0.00,1024.52,0.00,
INV-2025-001145,S,5.00,18985.68,949.30,
INV-2025-001146,S,5.00,51226.80,2561.34,
INV-2025-001146,Z,0.00,4416.07,0.00,
INV-2025-001147,S,5.00,3487.44,174.37,
INV-2025-001148,S,5.00,424.36,21.22,
INV-2025-001149,S,5.00,309.33,15.46,
INV-2025-001150,S,5.00,777.00,38.86,
INV-2025-001151,S,5.00,612.27,30.61,
INV-2025-001152,E,0.00,38004.35,0.00,
INV-2025-001152,S,5.00,166023.98,8301.21,
INV-2025-001153,S,5.00,1174.30,58.72,
INV-2025-001154,S,5.00,21638.88,1081.94,
INV-2025-001155,S,5.00,1232.89,61.65,
INV-2025-001156,Z,0.00,7348.18,0.00,
INV-2025-001157,E,0.00,108144.54,0.00,
INV-2025-001157,S,5.00,127381.68,6369.09,
INV-2025-001158,S,5.00,8147.64,407.38,
INV-2025-001159,S,5.00,1325.01,66.25,
INV-2025-001160,S,5.00,947.19,47.36,
INV-2025-001161,S,5.00,1148.70,57.44,
INV-2025-001162,S,5.00,22.20,1.11,
INV-2025-001163,S,5.00,1142.67,57.13,
INV-2025-001164,E,0.00,112.63,0.00,
INV-2025-001164,S,5.00,101052.32,5052.62,
INV-2025-001165,S,5.00,167713.91,8385.70,
INV-2025-001166,S,5.00,55618.07,2780.91,
INV-2025-001167,S,5.00,1189.11,59.46,
INV-2025-001168,S,5.00,11095.32,554.77,
INV-2025-001169,S,5.00,29737.52,1486.88,
INV-2025-001170,S,5.00,200977.63,10048.89,
INV-2025-001171,S,5.00,3097.58,154.88,
INV-2025-001172,S,5.00,17977.94,898.90,
INV-2025-001173,S,5.00,412.45,20.62,
INV-2025-001174,S,5.00,2874.68,143.74,
INV-2025-001175,S,5.00,4587.67,229.39,
INV-2025-001176,S,5.00,9832.30,491.62,
INV-2025-001177,S,5.00,2452.62,122.63,
INV-2025-001178,S,5.00,5341.08,267.05,
INV-2025-001178,Z,0.00,1907.39,0.00,
INV-2025-001179,S,5.00,4317.39,215.86,
INV-2025-001180,S,5.00,148.92,7.45,
INV-2025-001180,Z,0.00,2391.18,0.00,
INV-2025-001181,S,5.00,5098.08,254.91,
INV-2025-001182,S,5.00,25256.57,1262.83,
INV-2025-001183,S,5.00,11971.68,598.58,
INV-2025-001184,S,5.00,138056.81,6902.85,
INV-2025-001185,E,0.00,1320.30,0.00,
INV-2025-001185,S,5.00,237.84,11.89,
INV-2025-001186,S,5.00,836.07,41.80,
INV-2025-001187,S,5.00,483.49,24.17,
INV-2025-001188,E,0.00,317.93,0.00,
INV-2025-001188,S,5.00,1601.19,80.06,
INV-2025-001189,S,5.00,5952.78,297.64,
INV-2025-001190,S,5.00,3638.82,181.94,
INV-2025-001191,S,5.00,764.81,38.24,
INV-2025-001192,S,5.00,62.07,3.10,
INV-2025-001193,S,5.00,62223.44,3111.18,
INV-2025-001194,S,5.00,8936.64,446.83,
INV-2025-001195,E,0.00,1004.34,0.00,
INV-2025-001196,S,5.00,9198.70,459.94,
INV-2025-001196,Z,0.00,4955.21,0.00,
INV-2025-001197,S,5.00,2064.62,103.23,
INV-2025-001198,S,5.00,8440.40,422.02,
INV-2025-001199,S,5.00,5850.09,292.50,
INV-2025-001200,S,5.00,180.75,9.04,
INV-2025-001201,S,5.00,21193.12,1059.66,
INV-2025-001202,S,5.00,4427.20,221.36,
INV-2025-001203,S,5.00,912.05,45.61,
INV-2025-001204,S,5.00,54436.18,2721.81,
INV-2025-001205,S,5.00,2889.42,144.47,
INV-2025-001206,S,5.00,33874.10,1693.70,
INV-2025-001207,S,5.00,2926.29,146.31,
INV-2025-001208,S,5.00,63240.33,3162.03,
INV-2025-001209,S,5.00,38744.46,1937.22,
INV-2025-001210,S,5.00,3686.32,184.32,
INV-2025-001211,E,0.00,23568.00,0.00,
INV-2025-001211,S,5.00,3852.78,192.64,
INV-2025-001212,S,5.00,555.76,27.79,
INV-2025-001212,Z,0.00,3758.41,0.00,
INV-2025-001213,E,0.00,1613.68,0.00,
INV-2025-001214,S,5.00,38839.28,1941.96,
INV-2025-001215,S,5.00,2825.63,141.28,
INV-2025-001216,S,5.00,9327.79,466.39,
INV-2025-001217,S,5.00,295425.90,14771.30,
INV-2025-001218,S,5.00,118.50,5.93,
INV-2025-001219,S,5.00,8038.66,401.93,
INV-2025-001220,S,5.00,99607.95,4980.40,
INV-2025-001221,S,5.00,41.19,2.06,
INV-2025-001222,S,5.00,570.85,28.55,
INV-2025-001223,S,5.00,383.71,19.19,
INV-2025-001224,E,0.00,443.39,0.00,
INV-2025-001224,S,5.00,39736.55,1986.82,
INV-2025-001225,S,5.00,1659.45,82.98,
INV-2025-001226,S,5.00,1526.88,76.35,
INV-2025-001227,E,0.00,1779.96,0.00,
INV-2025-001227,S,5.00,251304.65,12565.24,
INV-2025-001228,S,5.00,104520.50,5226.02,
INV-2025-001229,S,5.00,1904.83,95.24,
INV-2025-001230,S,5.00,9274.12,463.71,
INV-2025-001231,S,5.00,3986.78,199.34,
INV-2025-001232,S,5.00,6771.26,338.57,
INV-2025-001233,S,5.00,452.05,22.60,
INV-2025-001234,S,5.00,790.05,39.50,
INV-2025-001235,S,5.00,10778.57,538.93,
INV-2025-001236,E,0.00,373.26,0.00,
INV-2025-001236,S,5.00,4040.23,202.01,
INV-2025-001237,S,5.00,128784.43,6439.22,
INV-2025-001238,S,5.00,463.15,23.16,
INV-2025-001239,S,5.00,21.12,1.06,
INV-2025-001240,S,5.00,14108.21,705.41,
INV-2025-001241,S,5.00,26452.63,1322.63,
INV-2025-001242,S,5.00,9284.81,464.24,
INV-2025-001243,S,5.00,14095.71,704.80,
INV-2025-001244,S,5.00,9359.65,467.98,
INV-2025-001245,S,5.00,171889.57,8594.48,
INV-2025-001245,Z,0.00,93087.61,0.00,
INV-2025-001246,S,5.00,3483.96,174.20,
INV-2025-001247,S,5.00,4660.06,233.00,
INV-2025-001248,E,0.00,1248.06,0.00,
INV-2025-001248,S,5.00,1935.62,96.78,
INV-2025-001249,S,5.00,5714.24,285.71,
INV-2025-001250,S,5.00,10269.21,513.46,
INV-2025-001251,S,5.00,3578.60,178.93,
INV-2025-001252,S,5.00,27560.93,1378.04,
INV-2025-001253,E,0.00,1216.24,0.00,
INV-2025-001253,S,5.00,8305.77,415.29,
INV-2025-001254,E,0.00,86544.45,0.00,
INV-2025-001254,S,5.00,299.80,14.99,
INV-2025-001255,S,5.00,325.03,16.25,
INV-2025-001256,S,5.00,2850.88,142.55,
INV-2025-001257,S,5.00,10887.70,544.39,
INV-2025-001258,S,5.00,6508.76,325.45,
INV-2025-001259,S,5.00,28404.49,1420.22,
INV-2025-001260,S,5.00,9818.93,490.95,
INV-2025-001261,S,5.00,4305.62,215.78,ERR10_VAT_BREAKDOWN_INCONSISTENT
INV-2025-001262,S,5.00,4911.20,245.56,
INV-2025-001263,S,5.00,4971.95,248.59,
INV-2025-001264,S,5.00,7360.90,368.05,
INV-2025-001265,S,5.00,1786.35,89.32,
INV-2025-001266,S,5.00,14453.98,722.70,
INV-2025-001267,E,0.00,10129.20,0.00,
INV-2025-001267,S,5.00,445.96,22.30,
INV-2025-001268,S,5.00,213353.55,10667.68,
INV-2025-001269,E,0.00,1839.88,0.00,
INV-2025-001269,S,5.00,718.48,35.92,
INV-2025-001270,E,0.00,5677.44,0.00,
INV-2025-001270,S,5.00,5989.59,299.48,
INV-2025-001271,S,5.00,312.96,15.65,
INV-2025-001272,S,5.00,2840.63,142.04,
INV-2025-001273,S,5.00,42451.00,2122.55,
INV-2025-001274,S,5.00,40228.58,2011.42,
INV-2025-001275,S,5.00,78090.01,3904.50,
INV-2025-001276,S,5.00,6819.65,340.98,
INV-2025-001277,S,5.00,10990.53,549.53,
INV-2025-001278,S,5.00,2945.64,147.28,
INV-2025-001279,S,5.00,12129.58,606.48,
INV-2025-001280,S,5.00,13785.07,689.25,
INV-2025-001281,S,5.00,1091.23,54.56,
INV-2025-001282,S,5.00,2732.90,136.65,
INV-2025-001283,S,5.00,36.80,1.84,
INV-2025-001284,S,5.00,4674.20,233.72,
INV-2025-001285,S,5.00,2071.83,103.60,
INV-2025-001286,S,5.00,18968.95,948.44,
INV-2025-001287,S,5.00,26163.53,1308.18,
INV-2025-001288,S,5.00,630.65,31.53,
INV-2025-001289,S,5.00,85960.71,4298.04,
INV-2025-001290,S,5.00,563.49,28.17,
INV-2025-001291,S,5.00,790.62,39.53,
INV-2025-001292,S,5.00,3724.20,186.21,
INV-2025-001293,S,5.00,27971.94,1398.59,
INV-2025-001294,E,0.00,2055.86,0.00,
INV-2025-001294,S,5.00,26257.00,1312.85,
INV-2025-001295,E,0.00,1356.71,0.00,
INV-2025-001295,S,5.00,10848.37,542.42,
INV-2025-001296,S,5.00,3087.72,154.39,
INV-2025-001297,S,5.00,3934.10,196.71,
INV-2025-001298,S,5.00,425469.20,21273.46,
INV-2025-001299,S,5.00,92318.88,4615.94,
INV-2025-001300,S,5.00,930.38,46.52,
INV-2025-001301,S,5.00,12888.14,644.41,
INV-2025-001302,S,5.00,20524.64,1026.23,
INV-2025-001303,E,0.00,15853.50,0.00,
INV-2025-001303,S,5.00,64885.89,3244.29,
INV-2025-001304,S,5.00,1863.78,93.19,
INV-2025-001305,S,5.00,7578.40,378.92,
INV-2025-001306,S,5.00,52543.45,2627.17,
INV-2025-001307,S,5.00,132313.59,6615.68,
INV-2025-001308,S,5.00,117197.55,5859.88,
INV-2025-001309,S,5.00,1656.84,82.85,
INV-2025-001310,S,5.00,349662.83,17483.15,
INV-2025-001311,S,5.00,40725.40,2036.27,
INV-2025-001312,S,5.00,431.04,21.55,
INV-2025-001313,S,5.00,89729.61,4486.48,
INV-2025-001314,S,5.00,4766.79,238.34,
INV-2025-001314,Z,0.00,9468.79,0.00,
INV-2025-001315,S,5.00,7299.62,364.98,
INV-2025-001316,S,5.00,146214.60,7310.73,
INV-2025-001317,E,0.00,53527.70,0.00,
INV-2025-001317,S,5.00,3714.72,185.73,
INV-2025-001318,S,5.00,4135.21,206.76,
INV-2025-001319,S,5.00,13732.40,686.62,
INV-2025-001320,S,5.00,3794.56,189.73,
INV-2025-001321,S,5.00,4252.31,212.61,
INV-2025-001322,S,5.00,9596.74,479.84,
INV-2025-001323,S,5.00,74.66,3.73,
INV-2025-001324,S,5.00,11360.44,568.02,
INV-2025-001325,S,5.00,302235.94,15111.79,
INV-2025-001326,S,5.00,1954.73,97.73,
INV-2025-001327,S,5.00,1528.04,76.40,
INV-2025-001328,S,5.00,23651.98,1182.61,
INV-2025-001329,E,0.00,122.42,0.00,
INV-2025-001329,S,5.00,9756.24,487.81,
INV-2025-001330,S,5.00,10522.17,526.11,
INV-2025-001331,S,5.00,4352.79,217.64,
INV-2025-001332,S,5.00,36549.04,1827.45,
INV-2025-001333,S,5.00,3465.57,173.29,
INV-2025-001334,S,5.00,1248.26,62.41,
INV-2025-001335,E,0.00,362.60,0.00,
INV-2025-001335,S,5.00,119.64,5.98,
INV-2025-001336,S,5.00,7244.55,362.22,
INV-2025-001337,S,5.00,7989.98,399.50,
INV-2025-001338,S,5.00,50486.92,2524.35,
INV-2025-001339,S,5.00,11081.93,554.10,
INV-2025-001340,E,0.00,123.65,0.00,
INV-2025-001340,S,5.00,55305.78,2765.28,
INV-2025-001341,E,0.00,539.67,0.00,
INV-2025-001341,S,5.00,91.76,4.59,
INV-2025-001342,S,5.00,26457.23,1322.86,
INV-2025-001343,S,5.00,50628.99,2531.45,
INV-2025-001344,S,5.00,1253.74,62.69,
INV-2025-001345,S,5.00,14528.39,726.43,
INV-2025-001346,E,0.00,327.96,0.00,
INV-2025-001346,S,5.00,150153.03,7507.65,
INV-2025-001347,S,5.00,73763.23,3688.17,
INV-2025-001348,S,5.00,9280.82,464.04,
INV-2025-001349,E,0.00,590.09,0.00,
INV-2025-001349,S,5.00,7306.64,365.33,
INV-2025-001350,S,5.00,831.86,41.60,
INV-2025-001351,S,5.00,384.52,19.23,
INV-2025-001352,S,5.00,6067.43,303.37,
INV-2025-001353,S,5.00,117458.61,5872.94,
INV-2025-001354,S,5.00,119.34,5.97,
INV-2025-001355,E,0.00,9119.05,0.00,
INV-2025-001355,S,5.00,42229.84,2111.49,
INV-2025-001356,S,5.00,17577.25,878.87,
INV-2025-001356,Z,0.00,3379.32,0.00,
INV-2025-001357,S,5.00,9438.75,471.94,
INV-2025-001358,S,5.00,25875.09,1293.76,
INV-2025-001359,E,0.00,5375.02,0.00,
INV-2025-001359,S,5.00,154331.29,7716.56,
INV-2025-001360,S,5.00,23637.82,1181.90,
INV-2025-001361,S,5.00,4786.23,239.31,
INV-2025-001362,S,5.00,438.66,21.93,
INV-2025-001363,S,5.00,13449.85,672.50,
INV-2025-001364,S,5.00,272870.32,13643.51,
INV-2025-001365,S,5.00,410651.11,20532.55,
INV-2025-001366,S,5.00,51105.52,2555.28,
INV-2025-001367,S,5.00,781.68,39.08,
INV-2025-001368,S,5.00,2055.86,102.79,
INV-2025-001369,S,5.00,310703.06,15535.16,
INV-2025-001370,S,5.00,419.38,20.97,
INV-2025-001371,S,5.00,369.99,18.50,
INV-2025-001372,S,5.00,6210.79,310.53,
INV-2025-001373,E,0.00,758.99,0.00,
INV-2025-001373,S,5.00,732.85,36.64,
INV-2025-001374,S,5.00,74235.60,3711.78,
INV-2025-001375,S,5.00,11519.42,575.97,
INV-2025-001376,S,5.00,4220.82,211.04,
INV-2025-001377,S,5.00,1877.07,93.85,
INV-2025-001378,S,5.00,18055.86,902.79,
INV-2025-001379,S,5.00,34573.25,1728.66,
INV-2025-001380,S,5.00,4073.65,203.69,
INV-2025-001381,E,0.00,256.24,0.00,
INV-2025-001381,S,5.00,5572.89,278.64,
INV-2025-001382,S,5.00,7212.83,360.65,
INV-2025-001383,S,5.00,55172.01,2758.60,
INV-2025-001384,S,5.00,44039.39,2201.97,
INV-2025-001385,S,5.00,3094.74,154.74,
INV-2025-001386,S,5.00,139775.58,6988.78,
INV-2025-001387,S,5.00,12738.68,636.94,
INV-2025-001388,E,0.00,106168.30,0.00,
INV-2025-001388,S,5.00,7813.84,390.70,
INV-2025-001389,S,5.00,10324.67,516.24,
INV-2025-001390,S,5.00,2732.50,136.63,
INV-2025-001391,S,5.00,9381.50,469.08,
INV-2025-001392,S,5.00,3869.72,193.49,
INV-2025-001392,Z,0.00,100495.56,0.00,
INV-2025-001393,E,0.00,5065.92,0.00,
INV-2025-001393,S,5.00,4352.03,217.60,
INV-2025-001394,E,0.00,1481.02,0.00,
INV-2025-001394,S,5.00,42385.64,2119.28,
INV-2025-001395,S,5.00,1377.49,68.87,
INV-2025-001396,S,5.00,5894.25,294.71,
INV-2025-001397,S,5.00,7564.75,378.23,
INV-2025-001397,Z,0.00,386.86,0.00,
INV-2025-001398,S,5.00,70873.59,3543.69,
INV-2025-001399,S,5.00,25072.89,1253.64,
INV-2025-001400,S,5.00,313447.93,15672.40,
INV-2025-001401,S,5.00,329.41,16.47,
INV-2025-001402,E,0.00,1603.88,0.00,
INV-2025-001402,S,5.00,208309.20,10415.46,
INV-2025-001403,S,5.00,2775.37,138.77,
INV-2025-001404,S,5.00,20258.88,1012.94,
INV-2025-001405,S,5.00,1465.49,73.27,
INV-2025-001406,S,5.00,43117.88,2155.89,
INV-2025-001407,S,5.00,14706.13,735.31,
INV-2025-001408,S,5.00,4556.38,227.82,
INV-2025-001409,S,5.00,887.52,44.37,
INV-2025-001409,Z,0.00,11805.96,0.00,
INV-2025-001410,S,5.00,1305.50,65.27,
INV-2025-001411,S,5.00,5464.29,273.20,
INV-2025-001412,S,5.00,486.16,24.81,ERR10_VAT_BREAKDOWN_INCONSISTENT
INV-2025-001413,S,5.00,9870.00,493.50,
INV-2025-001414,S,5.00,357.48,17.87,
INV-2025-001415,E,0.00,883.67,0.00,
INV-2025-001415,S,5.00,13793.13,689.65,
INV-2025-001416,S,5.00,14372.85,718.64,
INV-2025-001417,S,5.00,2423.69,121.18,
INV-2025-001418,S,5.00,4635.25,231.76,
INV-2025-001419,E,0.00,9813.30,0.00,
INV-2025-001419,S,5.00,209231.35,10461.57,
INV-2025-001420,S,5.00,64588.32,3229.42,
INV-2025-001421,S,5.00,26346.63,1317.33,
INV-2025-001422,E,0.00,379.08,0.00,
INV-2025-001422,S,5.00,721.98,36.10,
INV-2025-001423,S,5.00,5106.72,255.34,
INV-2025-001424,S,5.00,33426.86,1671.35,
INV-2025-001425,S,5.00,5598.81,279.94,
INV-2025-001426,S,5.00,3790.50,189.53,
INV-2025-001427,S,5.00,2001.67,100.08,
INV-2025-001428,S,5.00,39658.19,1982.91,
INV-2025-001429,S,5.00,35879.57,1793.99,
INV-2025-001430,S,5.00,69482.70,3474.14,
INV-2025-001431,S,5.00,225702.85,11285.15,
INV-2025-001432,S,5.00,45159.51,2257.97,
INV-2025-001433,S,5.00,797.23,39.86,
INV-2025-001434,S,5.00,51488.46,2574.43,
INV-2025-001435,S,5.00,20881.18,1044.06,
INV-2025-001436,S,5.00,803.52,40.18,
INV-2025-001437,S,5.00,3421.17,171.06,
INV-2025-001438,S,5.00,30894.02,1544.70,
INV-2025-001439,S,5.00,37872.20,1893.61,
INV-2025-001440,E,0.00,1351.63,0.00,
INV-2025-001440,S,5.00,77356.10,3867.81,
INV-2025-001440,Z,0.00,2289.00,0.00,
INV-2025-001441,S,5.00,8183.88,409.19,
INV-2025-001442,S,5.00,265079.26,13253.96,
INV-2025-001443,S,5.00,9101.51,455.08,
INV-2025-001444,S,5.00,15275.23,763.76,
INV-2025-001445,S,5.00,3087.23,154.36,
INV-2025-001446,E,0.00,9270.58,0.00,
INV-2025-001446,S,5.00,26019.19,1300.96,
INV-2025-001447,S,5.00,118.86,5.94,
INV-2025-001448,Z,0.00,4771.14,0.00,
INV-2025-001449,S,5.00,11763.72,588.19,
INV-2025-001450,S,5.00,12519.98,626.00,
INV-2025-001451,S,5.00,17330.98,866.55,
INV-2025-001452,S,5.00,34414.93,1720.76,
INV-2025-001453,S,5.00,5733.01,286.65,
INV-2025-001454,S,5.00,123667.20,6183.36,
INV-2025-001455,S,5.00,7447.43,372.37,
INV-2025-001456,S,5.00,3391.64,169.58,
INV-2025-001457,S,5.00,23695.97,1184.80,
INV-2025-001458,S,5.00,2944.24,147.21,
INV-2025-001459,S,5.00,5741.97,287.11,
INV-2025-001460,S,5.00,41470.76,2073.54,
INV-2025-001461,S,5.00,48253.38,2412.67,
INV-2025-001462,S,5.00,15807.89,790.39,
INV-2025-001463,S,5.00,902.90,45.15,
INV-2025-001464,E,0.00,35306.74,0.00,
INV-2025-001464,S,5.00,12048.54,602.43,
INV-2025-001465,S,5.00,21628.15,1081.41,
INV-2025-001466,S,5.00,4302.36,215.12,
INV-2025-001467,S,5.00,52107.85,2605.39,
INV-2025-001468,S,5.00,47871.25,2393.57,
INV-2025-001469,E,0.00,4980.90,0.00,
INV-2025-001470,S,5.00,3502.63,175.13,
INV-2025-001471,E,0.00,780.22,0.00,
INV-2025-001471,S,5.00,4933.87,246.70,
INV-2025-001472,S,5.00,3081.20,154.06,
INV-2025-001473,E,0.00,487.50,0.00,
INV-2025-001474,S,5.00,49681.07,2484.06,
INV-2025-001475,S,5.00,69332.70,3466.64,
INV-2025-001476,E,0.00,1431.39,0.00,
INV-2025-001476,S,5.00,1138.52,56.93,
INV-2025-001477,S,5.00,462.85,23.14,
INV-2025-001478,S,5.00,1123.14,56.16,
INV-2025-001479,E,0.00,288.53,0.00,
INV-2025-001479,S,5.00,11623.51,581.17,
INV-2025-001480,S,5.00,71243.13,3562.16,
INV-2025-000042,S,5.00,268.11,13.41,ERR08_DUPLICATE_INVOICE_ID
INV-2025-001482,E,0.00,13700.64,0.00,
INV-2025-001482,S,5.00,7770.16,388.52,
INV-2025-001483,S,5.00,1849.14,92.46,
INV-2025-001484,S,5.00,6136.29,306.81,
INV-2025-001485,S,5.00,44658.14,2232.90,
INV-2025-001486,E,0.00,188.06,0.00,
INV-2025-001486,S,5.00,519.70,25.98,
INV-2025-001487,S,5.00,886.38,44.32,
INV-2025-001488,S,5.00,256389.53,12819.49,
INV-2025-001489,S,5.00,27075.83,1353.80,
INV-2025-001490,S,5.00,1934.54,96.73,
INV-2025-001491,S,5.00,64.36,3.22,
INV-2025-001492,S,5.00,976.89,48.84,
INV-2025-001493,S,5.00,10714.39,535.72,
INV-2025-001494,S,5.00,28881.13,1444.07,
INV-2025-001495,S,5.00,95354.51,4767.72,
INV-2025-001496,S,5.00,4353.66,217.68,
INV-2025-001497,S,5.00,417.27,20.86,
INV-2025-001498,S,5.00,143450.59,7172.53,
INV-2025-001499,S,5.00,14972.69,748.63,
INV-2025-001500,E,0.00,10110.72,0.00,
INV-2025-001500,S,5.00,13659.65,682.99,
INV-2025-001501,S,5.00,23349.44,1167.48,
INV-2025-001502,S,5.00,42087.38,2104.37,
INV-2025-001503,S,5.00,13.32,0.67,
INV-2025-001504,E,0.00,1205.62,0.00,
INV-2025-001505,S,5.00,10804.20,540.21,
INV-2025-001506,Z,0.00,3746.58,0.00,
INV-2025-001507,S,5.00,128491.82,6424.59,
INV-2025-001508,S,5.00,1734.60,86.73,
INV-2025-001509,S,5.00,10711.19,535.56,
INV-2025-001510,S,5.00,40804.03,2040.21,
INV-2025-001511,S,5.00,353324.51,17666.23,
INV-2025-001512,S,5.00,858.79,42.94,
INV-2025-001513,S,5.00,136.71,6.84,
INV-2025-001514,S,5.00,77154.02,3857.70,
INV-2025-001515,S,5.00,3835.54,191.78,
INV-2025-001516,S,5.00,5995.60,299.78,
INV-2025-001517,S,5.00,179.96,9.00,
INV-2025-001518,E,0.00,389.16,0.00,
INV-2025-001518,S,5.00,30951.33,1547.56,
INV-2025-001519,S,5.00,10721.13,536.06,
INV-2025-001520,E,0.00,3771.61,0.00,
INV-2025-001521,S,5.00,3612.50,180.63,
INV-2025-001522,S,5.00,2250.42,112.53,
INV-2025-001523,S,5.00,45611.42,2280.57,
INV-2025-001524,E,0.00,115.24,0.00,
INV-2025-001524,S,5.00,548.93,27.45,
INV-2025-001525,S,5.00,1231.22,61.56,
INV-2025-001526,E,0.00,561.83,0.00,
INV-2025-001526,S,5.00,37466.31,1873.31,
INV-2025-001527,S,5.00,757.03,38.35,ERR10_VAT_BREAKDOWN_INCONSISTENT
INV-2025-001528,S,5.00,41.12,2.06,
INV-2025-001529,S,5.00,2572.35,128.62,
INV-2025-001530,S,5.00,4730.50,236.53,
INV-2025-001531,S,5.00,4678.94,233.95,
INV-2025-001532,S,5.00,17.15,0.86,
INV-2025-001533,S,5.00,289986.90,14499.35,
INV-2025-001534,S,5.00,19.41,0.97,
INV-2025-001535,S,5.00,1902.70,95.15,
INV-2025-001536,S,5.00,9935.54,496.78,
INV-2025-001537,S,5.00,24597.30,1229.87,
INV-2025-001538,S,5.00,90.01,4.50,
INV-2025-001539,S,5.00,7391.51,369.58,
INV-2025-001540,S,5.00,82113.12,4105.66,
INV-2025-001541,S,5.00,257363.00,12868.16,
INV-2025-001542,S,5.00,1157.32,57.87,
INV-2025-001543,S,5.00,58195.03,2909.75,
INV-2025-001544,E,0.00,2866.88,0.00,
INV-2025-001544,S,5.00,78786.41,3939.33,
INV-2025-001545,S,5.00,97241.50,4862.08,
INV-2025-001546,S,5.00,5889.49,294.47,
INV-2025-001547,E,0.00,1803.88,0.00,
INV-2025-001547,S,5.00,18417.55,920.87,
INV-2025-001548,E,0.00,749.88,0.00,
INV-2025-001548,S,5.00,2172.06,108.61,
INV-2025-001549,S,5.00,3115.84,155.79,
INV-2025-001550,S,5.00,7947.75,397.39,
INV-2025-001551,E,0.00,171.16,0.00,
INV-2025-001551,S,5.00,222.52,11.13,
INV-2025-001552,S,5.00,596.55,29.83,
INV-2025-001553,S,5.00,1998.42,99.92,
INV-2025-001554,S,5.00,1623.31,81.17,
INV-2025-001555,S,5.00,209607.38,10480.38,
INV-2025-001556,E,0.00,358.72,0.00,
INV-2025-001556,S,5.00,7294.43,364.73,
INV-2025-001557,S,5.00,629.55,31.48,
INV-2025-001558,S,5.00,13160.34,658.01,
INV-2025-000481,S,5.00,113150.84,5657.55,ERR08_DUPLICATE_INVOICE_ID
INV-2025-001560,S,5.00,17509.20,875.46,
INV-2025-001561,S,5.00,4124.30,206.21,
INV-2025-001561,Z,0.00,20685.49,0.00,
INV-2025-001562,S,5.00,2941.46,147.07,
INV-2025-001563,E,0.00,10768.80,0.00,
INV-2025-001564,S,5.00,3713.32,185.66,
INV-2025-001565,S,5.00,15302.54,765.13,
INV-2025-001566,S,5.00,1396.06,70.30,ERR10_VAT_BREAKDOWN_INCONSISTENT
INV-2025-001567,S,5.00,235.64,11.78,
INV-2025-001568,S,5.00,3439.50,171.97,
INV-2025-001569,E,0.00,5509.35,0.00,
INV-2025-001569,S,5.00,15115.61,755.79,
INV-2025-001570,S,5.00,12241.88,612.10,
INV-2025-001571,S,5.00,4252.78,212.64,
INV-2025-001572,S,5.00,2733.39,136.67,
INV-2025-001573,S,5.00,955.19,47.76,
INV-2025-001574,S,5.00,24735.70,1236.78,
INV-2025-001575,S,5.00,1866.23,93.31,
INV-2025-001576,E,0.00,422.40,0.00,
INV-2025-001576,S,5.00,13192.44,659.63,
INV-2025-001577,S,5.00,4740.10,237.01,
INV-2025-001578,S,5.00,30673.03,1533.65,
INV-2025-001579,S,5.00,955.14,47.76,
INV-2025-001580,E,0.00,2169.06,0.00,
INV-2025-001580,S,5.00,2668.50,133.42,
INV-2025-001581,S,5.00,6793.35,339.67,
INV-2025-001582,S,5.00,35.54,1.78,
INV-2025-001583,S,5.00,2331.23,116.56,
INV-2025-001584,S,5.00,4515.53,225.78,
INV-2025-001585,S,5.00,8474.25,423.72,
INV-2025-001586,S,5.00,31839.30,1591.97,
INV-2025-001587,S,5.00,337159.77,16857.99,
INV-2025-001588,E,0.00,29652.00,0.00,
INV-2025-001589,S,5.00,28389.18,1419.46,
